,SPY US Equity,SPY US Equity,SPY US Equity,SPY US Equity
DATES,DROPNA(PX_OPEN),DROPNA(PX_HIGH),DROPNA(PX_LOW),DROPNA(PX_LAST)
12/9/2019,314.44,315.18,313.8,313.88
12/10/2019,313.82,314.55,312.81,313.53
12/11/2019,314.03,314.7,313.4393,314.42
12/12/2019,314.43,317.99,314.17,317.13
12/13/2019,316.87,318.67,316.02,317.32
12/16/2019,319.22,320.15,317.2542,319.5
12/17/2019,319.92,320.25,319.48,319.57
12/18/2019,320,320.25,319.53,319.59
12/19/2019,319.8,320.98,319.5246,320.9
12/20/2019,320.46,321.9742,319.3873,320.73
12/23/2019,321.59,321.65,321.06,321.22
12/24/2019,321.47,321.52,320.9,321.23
12/26/2019,321.65,322.95,321.64,322.94
12/27/2019,323.74,323.8,322.28,322.86
12/30/2019,322.95,323.1,320.55,321.08
12/31/2019,320.53,322.13,320.15,321.86
1/2/2020,323.54,324.89,322.53,324.87
1/3/2020,321.16,323.64,321.1,322.41
1/6/2020,320.49,323.73,320.36,323.64
1/7/2020,323.02,323.54,322.24,322.73
1/8/2020,322.94,325.78,322.67,324.45
1/9/2020,326.16,326.73,325.52,326.65
1/10/2020,327.2899,327.46,325.2,325.71
1/13/2020,326.39,327.96,325.92,327.95
1/14/2020,327.47,328.62,326.844,327.45
1/15/2020,327.35,329.02,327.26,328.19
1/16/2020,329.7,330.92,329.45,330.92
1/17/2020,331.7,332.18,330.8539,331.95
1/21/2020,330.9,332.18,330.82,331.3
1/22/2020,332.24,332.95,331.17,331.34
1/23/2020,330.63,332.1682,329.41,331.72
1/24/2020,332.44,332.53,327.36,328.77
1/27/2020,323.03,325.12,322.66,323.5
1/28/2020,325.06,327.85,323.6038,326.89
1/29/2020,328.38,328.63,326.4,326.62
1/30/2020,324.36,327.91,323.54,327.68
1/31/2020,327,327.17,320.73,321.73
2/3/2020,323.35,326.16,323.22,324.12
2/4/2020,328.07,330.01,327.72,329.06
2/5/2020,332.27,333.09,330.67,332.86
2/6/2020,333.91,334.19,332.8,333.98
2/7/2020,332.82,333.9941,331.6,332.2
2/10/2020,331.23,334.75,331.19,334.68
2/11/2020,336.16,337.02,334.684,335.26
2/12/2020,336.83,337.65,336.43,337.42
2/13/2020,335.8621,338.12,335.56,337.06
2/14/2020,337.51,337.73,336.2,337.6
2/18/2020,336.51,337.6677,335.21,336.73
2/19/2020,337.79,339.08,337.48,338.34
2/20/2020,337.7423,338.64,333.6817,336.95
2/21/2020,335.47,335.81,332.58,333.48
2/24/2020,323.14,333.5623,321.24,322.42
2/25/2020,323.94,324.61,311.69,312.65
2/26/2020,314.18,318.11,310.7,311.5
2/27/2020,305.46,311.5637,297.51,297.51
2/28/2020,288.7,297.892,285.54,296.26
3/2/2020,298.21,309.16,294.46,309.09
3/3/2020,309.5,313.84,297.57,300.24
3/4/2020,306.12,313.1,303.33,312.86
3/5/2020,304.98,308.47,300.01,302.46
3/6/2020,293.15,298.78,290.23,297.46
3/9/2020,275.3,284.19,273.45,274.23
3/10/2020,284.64,288.52,273.5,288.42
3/11/2020,280.7,281.94,270.88,274.36
3/12/2020,256,266.66,247.68,248.11
3/13/2020,263.09,271.4754,248.5237,269.32
3/16/2020,241.18,256.9,237.36,239.85
3/17/2020,245.04,256.17,237.07,252.8
3/18/2020,236.25,248.37,228.02,240
3/19/2020,239.25,247.38,232.22,240.51
3/20/2020,242.53,244.47,228.5,228.8
3/23/2020,228.19,229.6833,218.26,222.95
3/24/2020,234.42,244.1,233.8,243.15
3/25/2020,244.87,256.35,239.75,246.79
3/26/2020,249.52,262.8,249.05,261.2
3/27/2020,253.27,260.81,251.05,253.42
3/30/2020,255.7,262.43,253.53,261.65
3/31/2020,260.56,263.33,256.22,257.75
4/1/2020,247.98,257.6591,243.9,246.15
4/2/2020,245.19,252.68,244.59,251.83
4/3/2020,250.76,253.32,245.22,248.19
4/6/2020,257.84,267,248.1698,264.86
4/7/2020,274.21,275.03,264.89,265.13
4/8/2020,267.96,276,265.2542,274.03
4/9/2020,277.58,281.2,275.47,278.2
4/13/2020,277.14,277.51,271.41,275.66
4/14/2020,280.98,284.9,275.5106,283.79
4/15/2020,277.57,283.9407,275.46,277.76
4/16/2020,279.15,280.03,275.76,279.1
4/17/2020,285.38,287.3,282.4,286.64
4/20/2020,282.61,286.7912,281.35,281.59
4/21/2020,276.73,278.04,272.02,273.04
4/22/2020,278.35,281,276.91,279.1
4/23/2020,280.49,283.94,278.75,279.08
4/24/2020,280.73,283.7,278.5,282.97
4/27/2020,285.12,288.27,284.62,287.05
4/28/2020,291.02,291.4,285.4,285.73
4/29/2020,291.53,294.88,290.41,293.21
4/30/2020,291.71,293.3239,288.59,290.48
5/1/2020,285.31,290.6572,281.52,282.79
5/4/2020,280.74,283.9,279.13,283.57
5/5/2020,286.64,289.25,283.7134,286.19
5/6/2020,288.04,288.46,283.78,284.25
5/7/2020,287.75,289.78,287.13,287.68
5/8/2020,291.09,292.95,289.86,292.44
5/11/2020,290.34,294,289.88,292.5
5/12/2020,293.79,294.24,286.52,286.67
5/13/2020,286.06,287.19,278.965,281.6
5/14/2020,278.95,285.11,272.99,284.97
5/15/2020,282.37,286.33,281.34,286.28
5/18/2020,293.05,296.75,292.7,295
5/19/2020,294.35,296.205,291.95,291.97
5/20/2020,295.82,297.87,295.57,296.93
5/21/2020,296.79,297.67,293.6886,294.88
5/22/2020,294.57,295.63,293.22,295.44
5/26/2020,301.93,302.19,295.4646,299.08
5/27/2020,302.12,303.57,296.87,303.53
5/28/2020,304.65,306.84,302.24,302.97
5/29/2020,302.46,304.96,299.47,304.32
6/1/2020,303.62,306.205,303.06,305.55
6/2/2020,306.55,308.13,305.1,308.08
6/3/2020,310.24,313.22,309.94,312.18
6/4/2020,311.11,313,309.08,311.36
6/5/2020,317.23,321.275,317.16,319.34
6/8/2020,320.22,323.41,319.63,323.2
6/9/2020,320.3,323.2849,319.36,320.79
6/10/2020,321.42,322.39,318.2209,319
6/11/2020,311.46,312.15,300.01,300.61
6/12/2020,308.24,309.08,298.6,304.21
6/15/2020,298.02,308.28,296.74,307.05
6/16/2020,315.48,315.64,307.67,312.96
6/17/2020,314.07,314.39,310.86,311.66
6/18/2020,310.005,312.3,309.51,311.78
6/19/2020,314.17,314.38,306.53,308.64
6/22/2020,307.99,311.05,306.75,310.62
6/23/2020,313.49,314.5,311.6101,312.05
6/24/2020,309.84,310.51,302.1,304.09
6/25/2020,303.47,307.64,301.28,307.35
6/26/2020,306.16,306.39,299.42,300.05
6/29/2020,301.41,304.61,298.93,304.46
6/30/2020,303.99,310.2,303.82,308.36
7/1/2020,309.57,311.89,309.07,310.52
7/2/2020,314.24,315.7,311.51,312.23
7/6/2020,316.37,317.68,315.56,317.05
7/7/2020,315.38,317.52,313.37,313.78
7/8/2020,314.61,316.3,312.7,316.18
7/9/2020,316.84,317.1,310.68,314.38
7/10/2020,314.31,317.88,312.76,317.59
7/13/2020,320.13,322.71,314.13,314.84
7/14/2020,313.3,319.76,312,318.92
7/15/2020,322.41,323.04,319.265,321.85
7/16/2020,319.79,321.28,319.09,320.79
7/17/2020,321.88,322.57,319.735,321.72
7/20/2020,321.43,325.13,320.62,324.32
7/21/2020,326.45,326.93,323.94,325.01
7/22/2020,324.62,327.2,324.5,326.86
7/23/2020,326.47,327.23,321.48,322.96
7/24/2020,320.95,321.99,319.246,320.88
7/27/2020,321.63,323.41,320.775,323.22
7/28/2020,322.43,323.64,320.85,321.17
7/29/2020,322.12,325.73,322.075,325.12
7/30/2020,321.9,324.41,319.64,323.96
7/31/2020,325.9,326.63,321.33,326.52
8/3/2020,328.32,329.62,327.73,328.79
8/4/2020,327.86,330.06,327.86,330.06
8/5/2020,331.47,332.39,331.18,332.11
8/6/2020,331.4799,334.46,331.13,334.33
8/7/2020,333.28,334.88,332.3,334.57
8/10/2020,335.06,335.77,332.955,335.57
8/11/2020,336.85,337.54,332.01,332.8
8/12/2020,335.44,338.28,332.8377,337.44
8/13/2020,336.61,338.2514,335.83,336.83
8/14/2020,336.41,337.42,335.62,336.84
8/17/2020,337.94,338.34,336.8517,337.91
8/18/2020,338.34,339.1,336.61,338.64
8/19/2020,339.05,339.61,336.62,337.23
8/20/2020,335.36,338.8,335.22,338.28
8/21/2020,337.92,339.72,337.55,339.48
8/24/2020,342.12,343,339.4504,342.92
8/25/2020,343.53,344.21,342.27,344.12
8/26/2020,344.76,347.86,344.17,347.57
8/27/2020,348.51,349.9,346.53,348.33
8/28/2020,349.44,350.72,348.15,350.58
8/31/2020,350.35,351.3,349.06,349.31
9/1/2020,350.21,352.71,349.24,352.6
9/2/2020,354.67,358.75,353.43,357.7
9/3/2020,355.87,356.38,342.59,345.39
9/4/2020,346.13,347.83,334.87,342.57
9/8/2020,336.71,342.64,332.88,333.21
9/9/2020,337.55,342.46,336.61,339.79
9/10/2020,341.82,342.53,332.85,333.89
9/11/2020,335.82,336.97,331,334.06
9/14/2020,337.49,340.38,334.2208,338.46
9/15/2020,341.12,342.02,338.4683,340.17
9/16/2020,341.51,343.06,338.52,338.82
9/17/2020,333.56,337.6996,332.991,335.84
9/18/2020,335.37,335.49,327.97,330.65
9/21/2020,325.7,327.13,321.73,326.97
9/22/2020,328.57,330.9,325.86,330.3
9/23/2020,330.9,331.2,322.1,322.64
9/24/2020,321.22,326.797,319.8,323.5
9/25/2020,322.58,329.58,321.64,328.73
9/28/2020,333.22,334.96,332.15,334.19
9/29/2020,333.97,334.77,331.6209,332.37
9/30/2020,333.09,338.29,332.88,334.89
10/1/2020,337.69,338.74,335.01,337.04
10/2/2020,331.7,337.0126,331.19,333.84
10/5/2020,336.06,339.96,336.01,339.76
10/6/2020,339.91,342.17,334.38,334.93
10/7/2020,338.12,341.63,338.09,340.76
10/8/2020,342.85,343.85,341.86,343.78
10/9/2020,345.56,347.35,344.89,346.85
10/12/2020,349.59,354.02,349.06,352.43
10/13/2020,352.28,352.4651,349.09,350.13
10/14/2020,350.75,351.93,347.14,347.93
10/15/2020,343.71,348.02,343.13,347.5
10/16/2020,348.96,350.75,347.1,347.29
10/19/2020,348.65,349.33,341.04,342.01
10/20/2020,343.46,346.88,342.64,343.38
10/21/2020,343.33,348.6847,342.4,342.73
10/22/2020,342.96,345.24,340.65,344.61
10/23/2020,345.93,345.99,343.13,345.78
10/26/2020,342.13,342.98,335.62,339.39
10/27/2020,339.76,340.12,337.99,338.22
10/28/2020,332.1,338.2483,326.13,326.66
10/29/2020,326.91,333.395,325.09,329.98
10/30/2020,328.28,329.69,322.6,326.54
11/2/2020,330.2,332.36,327.24,330.2
11/3/2020,333.69,338.25,330.2935,336.03
11/4/2020,340.86,347.94,339.59,343.54
11/5/2020,349.24,352.19,348.86,350.24
11/6/2020,349.93,351.51,347.65,350.16
11/9/2020,363.97,364.38,354.06,354.56
11/10/2020,353.49,355.18,350.51,354.04
11/11/2020,356.4,357.56,355.06,356.67
11/12/2020,355.58,356.7182,351.26,353.21
11/13/2020,355.27,358.9,354.71,358.1
11/16/2020,360.98,362.78,359.59,362.57
11/17/2020,359.97,361.92,358.34,360.62
11/18/2020,360.91,361.5,356.24,356.28
11/19/2020,355.6,358.18,354.15,357.78
11/20/2020,357.5,357.72,355.25,355.33
11/23/2020,357.28,358.82,354.865,357.46
11/24/2020,360.21,363.81,359.29,363.22
11/25/2020,363.13,363.16,361.48,362.66
11/27/2020,363.84,364.18,362.58,363.67
11/30/2020,362.83,363.12,359.17,362.06
12/1/2020,365.57,367.68,364.93,366.02
12/2/2020,364.82,366.96,364.2,366.79
12/3/2020,366.68,368.19,365.5,366.69
12/4/2020,367.32,369.85,367.22,369.85
12/7/2020,369.02,369.62,367.72,369.09
12/8/2020,367.72,370.78,367.67,370.17
12/9/2020,370.88,371.05,365.95,366.85
12/10/2020,365.37,367.86,364.43,366.73
12/11/2020,364.9,366.7402,363.26,366.3
12/14/2020,368.64,369.8,364.47,364.66
12/15/2020,367.4,369.59,365.92,369.59
12/16/2020,369.82,371.16,368.8676,370.17
12/17/2020,371.94,372.46,371.05,372.24
12/18/2020,370.97,371.15,367.02,369.18
12/21/2020,364.97,378.46,362.03,367.86
12/22/2020,368.21,368.3317,366.03,367.24
12/23/2020,368.28,369.62,367.2172,367.57
12/24/2020,368.08,369.03,367.45,369
12/28/2020,371.74,372.59,371.07,372.17
12/29/2020,373.81,374,370.83,371.46
12/30/2020,372.34,373.1,371.57,371.99
12/31/2020,371.78,374.66,371.232,373.88
1/4/2021,375.31,375.45,364.82,368.79
1/5/2021,368.1,372.5,368.05,371.33
1/6/2021,369.71,376.98,369.12,373.55
1/7/2021,376.1,379.9,375.91,379.1
1/8/2021,380.59,381.49,377.1,381.26
1/11/2021,377.85,380.58,377.7189,378.69
1/12/2021,378.89,379.86,376.36,378.77
1/13/2021,378.69,380.86,377.85,379.79
1/14/2021,380.59,381.13,378.1,378.46
1/15/2021,376.72,377.58,373.7,375.7
1/19/2021,378.34,379.23,376.75,378.65
1/20/2021,381.11,384.79,380.69,383.89
1/21/2021,384.49,384.95,383.25,384.24
1/22/2021,382.25,384.1256,381.835,382.88
1/25/2021,383.67,384.77,378.46,384.39
1/26/2021,385.41,385.85,383.54,383.79
1/27/2021,380.22,380.32,372.01,374.41
1/28/2021,376.36,381.93,375.89,377.63
1/29/2021,375.63,376.67,368.27,370.07
2/1/2021,373.72,377.34,370.376,376.23
2/2/2021,379.65,383.22,376.3181,381.55
2/3/2021,382.435,383.7,380.48,381.85
2/4/2021,382.96,386.24,381.9655,386.19
2/5/2021,388.2,388.47,386.1444,387.71
2/8/2021,389.27,390.56,388.35,390.51
2/9/2021,389.61,390.89,389.17,390.25
2/10/2021,392.12,392.28,387.5,390.08
2/11/2021,391.24,391.69,388.1,390.71
2/12/2021,389.85,392.9,389.77,392.64
2/16/2021,393.96,394.17,391.53,392.3
2/17/2021,390.42,392.66,389.33,392.39
2/18/2021,389.59,391.515,387.74,390.72
2/19/2021,392.07,392.38,389.55,390.03
2/22/2021,387.06,389.62,386.74,387.03
2/23/2021,384.66,388.945,380.2,387.5
2/24/2021,386.33,392.23,385.27,391.77
2/25/2021,390.41,391.88,380.7789,382.33
2/26/2021,384.35,385.58,378.23,380.36
3/1/2021,385.59,390.92,380.572,389.58
3/2/2021,389.82,390.07,386,386.54
3/3/2021,385.79,386.83,381.31,381.42
3/4/2021,381.22,384,371.88,376.7
3/5/2021,380.46,384.76,372.64,383.63
3/8/2021,384.66,387.68,381.42,381.72
3/9/2021,385.85,389.91,381.7299,387.17
3/10/2021,389.69,391.4,388.1702,389.58
3/11/2021,392.23,395.65,391.74,393.53
3/12/2021,392.07,394.21,391.2,394.06
3/15/2021,394.33,396.685,392.03,396.41
3/16/2021,397.07,397.83,395.08,395.91
3/17/2021,394.53,398.12,393.3,397.26
3/18/2021,394.475,396.72,390.75,391.48
3/19/2021,389.88,391.569,387.15,389.48
3/22/2021,390.03,394.07,389.97,392.59
3/23/2021,391.91,393.46,388.66,389.5
3/24/2021,391,392.75,387.47,387.52
3/25/2021,385.98,390.55,383.9,389.7
3/26/2021,390.93,396.41,390.29,395.98
3/29/2021,394.4,396.75,392.81,395.78
3/30/2021,394.42,395.45,393.02,394.73
3/31/2021,395.34,398,395.31,396.33
4/1/2021,398.4,400.67,398.18,400.61
4/5/2021,403.46,406.94,403.38,406.36
4/6/2021,405.76,407.24,405.4,406.12
4/7/2021,405.94,406.96,405.45,406.59
4/8/2021,407.93,408.58,406.93,408.52
4/9/2021,408.39,411.67,408.26,411.49
4/12/2021,410.85,411.93,410.2,411.64
4/13/2021,411.53,413.529,411.12,412.86
4/14/2021,412.83,413.96,410.87,411.45
4/15/2021,413.74,416.16,413.69,415.87
4/16/2021,417.25,417.91,415.73,417.26
4/19/2021,416.26,416.74,413.79,415.21
4/20/2021,413.91,415.0859,410.59,412.17
4/21/2021,411.51,416.29,411.36,416.07
4/22/2021,415.89,416.78,411.13,412.27
4/23/2021,412.87,418.25,412.79,416.74
4/26/2021,417.44,418.22,416.8111,417.61
4/27/2021,417.93,418.14,416.3,417.52
4/28/2021,417.81,419.01,416.9,417.4
4/29/2021,420.32,420.72,416.44,420.06
4/30/2021,417.63,418.54,416.34,417.3
5/3/2021,419.43,419.84,417.665,418.2
5/4/2021,416.07,416.6,411.67,415.62
5/5/2021,417.38,417.63,414.94,415.75
5/6/2021,415.83,419.21,413.675,419.07
5/7/2021,419.89,422.815,419.16,422.12
5/10/2021,422.5,422.74,417.81,417.94
5/11/2021,413.1,415.27,410.06,414.21
5/12/2021,411.23,412.59,404,405.41
5/13/2021,407.07,412.35,407.02,410.28
5/14/2021,413.21,417.49,413.18,416.58
5/17/2021,415.39,416.39,413.36,415.52
5/18/2021,415.8,416.06,411.77,411.94
5/19/2021,406.92,411.05,405.33,410.86
5/20/2021,411.8,416.625,411.67,415.28
5/21/2021,416.87,418.2,414.45,414.94
5/24/2021,417.34,420.32,417.08,419.17
5/25/2021,420.33,420.71,417.62,418.24
5/26/2021,418.87,419.61,417.76,419.07
5/27/2021,420.17,420.72,418.9851,419.29
5/28/2021,420.97,421.25,419.79,420.04
6/1/2021,422.57,422.72,419.2,419.67
6/2/2021,420.37,421.23,419.29,420.33
6/3/2021,417.85,419.99,416.28,418.77
6/4/2021,420.75,422.92,418.8422,422.6
6/7/2021,422.59,422.78,421.19,422.19
6/8/2021,423.11,423.21,420.32,422.28
6/9/2021,423.18,423.26,421.41,421.65
6/10/2021,422.96,424.63,421.55,423.61
6/11/2021,424.2,424.43,422.82,424.31
6/14/2021,424.43,425.37,423.1,425.26
6/15/2021,425.42,425.46,423.54,424.48
6/16/2021,424.63,424.87,419.92,422.11
6/17/2021,421.67,423.02,419.32,421.97
6/18/2021,417.09,417.8281,414.7,414.92
6/21/2021,416.8,421.06,415.93,420.86
6/22/2021,420.85,424,420.08,423.11
6/23/2021,423.19,424.05,422.51,422.6
6/24/2021,424.89,425.55,424.62,425.1
6/25/2021,425.9,427.0943,425.55,426.61
6/28/2021,427.17,427.65,425.89,427.47
6/29/2021,427.88,428.56,427.13,427.7
6/30/2021,427.21,428.78,427.18,428.06
7/1/2021,428.87,430.6,428.8,430.43
7/2/2021,431.67,434.1,430.5218,433.72
7/6/2021,433.78,434.01,430.01,432.93
7/7/2021,433.66,434.76,431.51,434.46
7/8/2021,428.78,431.73,427.52,430.92
7/9/2021,432.53,435.84,430.714,435.52
7/12/2021,435.43,437.35,434.97,437.08
7/13/2021,436.24,437.84,435.31,435.59
7/14/2021,437.4,437.92,434.91,436.24
7/15/2021,434.81,435.53,432.72,434.75
7/16/2021,436.01,436.06,430.92,431.34
7/19/2021,426.19,431.4089,421.97,424.97
7/20/2021,425.68,432.42,424.83,431.06
7/21/2021,432.34,434.7,431.0111,434.55
7/22/2021,434.74,435.72,433.69,435.46
7/23/2021,437.52,440.3,436.79,439.94
7/26/2021,439.31,441.03,439.26,441.02
7/27/2021,439.91,439.94,435.99,439.01
7/28/2021,439.68,440.3,437.31,438.83
7/29/2021,439.815,441.8,439.81,440.65
7/30/2021,437.91,440.06,437.77,438.51
8/2/2021,440.34,440.93,437.21,437.59
8/3/2021,438.44,441.28,436.1,441.15
8/4/2021,439.78,441.1243,438.73,438.98
8/5/2021,440.22,441.85,439.88,441.76
8/6/2021,442.1,442.94,441.8,442.49
8/9/2021,442.46,442.795,441.31,442.13
8/10/2021,442.61,443.44,441.88,442.68
8/11/2021,443.82,443.882,442.62,443.78
8/12/2021,443.62,445.2572,442.66,445.11
8/13/2021,445.59,445.94,445.07,445.92
8/16/2021,444.53,447.11,442.87,446.97
8/17/2021,444.24,444.96,440.85,444.04
8/18/2021,442.96,444.625,438.92,439.18
8/19/2021,436.27,441.14,436.12,439.86
8/20/2021,440.23,443.71,439.71,443.36
8/23/2021,445.16,448.23,443.4355,447.26
8/24/2021,447.97,448.54,447.42,447.97
8/25/2021,448.17,449.457,447.77,448.91
8/26/2021,448.61,448.86,446.16,446.26
8/27/2021,447.12,450.65,447.06,450.25
8/30/2021,450.97,453.07,450.71,452.23
8/31/2021,452.13,452.49,450.92,451.56
9/1/2021,452.56,453.11,451.545,451.8
9/2/2021,453.32,454.05,451.91,453.19
9/3/2021,451.98,453.63,451.55,453.08
9/7/2021,452.71,452.81,450.7423,451.46
9/8/2021,450.89,451.67,448.86,450.91
9/9/2021,450.7,452.57,448.72,448.98
9/10/2021,451.04,451.49,445.31,445.44
9/13/2021,448.64,448.92,444.11,446.58
9/14/2021,448.12,448.34,443.22,444.17
9/15/2021,444.62,448.41,443.44,447.88
9/16/2021,447.32,448.36,444.02,447.17
9/17/2021,444.92,445.37,441.02,441.4
9/20/2021,434.88,436.56,428.86,434.04
9/21/2021,436.53,437.91,433.07,433.63
9/22/2021,436.05,440.03,433.747,437.86
9/23/2021,439.85,444.89,439.6,443.18
9/24/2021,441.44,444.67,441.21,443.91
9/27/2021,442.81,444.05,441.9,442.64
9/28/2021,439.69,440.04,432.94,433.72
9/29/2021,435.19,437.04,433.85,434.45
9/30/2021,436.02,436.77,428.78,429.14
10/1/2021,430.98,436.0329,427.23,434.24
10/4/2021,433,433.96,426.36,428.64
10/5/2021,430.24,435.49,429.39,433.1
10/6/2021,429.27,435.1199,427.54,434.9
10/7/2021,438.39,441.68,438.2,438.66
10/8/2021,439.48,439.89,437.19,437.86
10/11/2021,437.16,440.26,434.62,434.69
10/12/2021,435.67,436.1,432.78,433.62
10/13/2021,434.71,436.05,431.54,435.18
10/14/2021,439.08,442.66,438.58,442.5
10/15/2021,444.75,446.26,444.09,445.87
10/18/2021,443.97,447.55,443.27,447.19
10/19/2021,448.92,450.71,448.27,450.64
10/20/2021,451.13,452.732,451.01,452.41
10/21/2021,451.77,453.829,451.31,453.59
10/22/2021,453.13,454.67,451.05,453.12
10/25/2021,454.28,455.9,452.39,455.55
10/26/2021,457.2,458.49,455.56,455.96
10/27/2021,456.45,457.16,453.86,453.94
10/28/2021,455.46,458.4,455.45,458.32
10/29/2021,455.87,459.56,455.56,459.25
11/1/2021,460.3,460.7021,458.2,460.04
11/2/2021,460.22,462.23,460.08,461.9
11/3/2021,461.3,465.15,460.83,464.72
11/4/2021,465.36,467,464.99,466.91
11/5/2021,469.28,470.65,466.92,468.53
11/8/2021,469.7,470.23,468.2031,468.93
11/9/2021,469.32,469.57,465.88,467.38
11/10/2021,465.58,467.38,462.04,463.62
11/11/2021,465.21,465.29,463.75,463.77
11/12/2021,465.12,467.86,464.11,467.27
11/15/2021,468.64,468.81,466.23,467.43
11/16/2021,467.15,470.485,467.07,469.28
11/17/2021,469,469.19,467.48,468.14
11/18/2021,469.24,470.01,466.34,469.73
11/19/2021,469.61,470.94,468.5,468.89
11/22/2021,470.89,473.54,467.35,467.57
11/23/2021,467.22,469.095,464.45,468.19
11/24/2021,466.06,469.57,465.19,469.44
11/26/2021,462.34,463.9,457.77,458.97
11/29/2021,464.07,466.56,461.73,464.6
11/30/2021,462,464.03,455.3,455.56
12/1/2021,461.64,464.67,450.29,450.5
12/2/2021,450.73,459.07,450.31,457.4
12/3/2021,459.17,460.3,448.92,453.42
12/6/2021,456.13,460.79,453.56,458.79
12/7/2021,464.41,468.88,458.6546,468.28
12/8/2021,468.7,470,466.83,469.52
12/9/2021,468.15,469.6291,466.14,466.35
12/10/2021,469.23,470.9,466.51,470.74
12/13/2021,470.19,470.56,466.27,466.57
12/14/2021,463.09,465.74,460.25,463.36
12/15/2021,463.42,470.86,460.74,470.6
12/16/2021,472.57,472.87,464.8,466.45
12/17/2021,461.55,464.74,458.06,459.87
12/20/2021,454.48,455.4,451.14,454.98
12/21/2021,458.61,463.21,456.31,463.06
12/22/2021,462.79,467.81,462.58,467.69
12/23/2021,468.75,472.19,468.64,470.6
12/27/2021,472.06,477.31,472.01,477.26
12/28/2021,477.72,478.81,476.06,476.87
12/29/2021,476.98,478.56,475.92,477.48
12/30/2021,477.93,479,475.67,476.16
12/31/2021,475.64,476.86,474.67,474.96
1/3/2022,476.3,477.85,473.85,477.71
1/4/2022,479.22,479.98,475.58,477.55
1/5/2022,477.16,477.98,468.2801,468.38
1/6/2022,467.89,470.82,465.43,467.94
1/7/2022,467.95,469.2,464.65,466.09
1/10/2022,462.7,465.74,456.5973,465.51
1/11/2022,465.23,469.85,462.05,469.75
1/12/2022,471.59,473.2,468.94,471.02
1/13/2022,472.19,472.88,463.44,464.53
1/14/2022,461.19,465.09,459.9,464.72
1/18/2022,459.74,459.96,455.31,456.49
1/19/2022,458.13,459.6124,451.46,451.75
1/20/2022,453.75,458.74,444.5,446.75
1/21/2022,445.56,448.06,437.95,437.98
1/24/2022,432.03,440.38,420.76,439.84
1/25/2022,433.06,439.72,427.15,434.47
1/26/2022,440.72,444.04,428.86,433.38
1/27/2022,438.26,441.59,429.45,431.24
1/28/2022,432.68,442,427.82,441.95
1/31/2022,441.24,450.28,439.81,449.91
2/1/2022,450.68,453.63,446.9384,452.95
2/2/2022,455.5,458.12,453.05,457.35
2/3/2022,450.95,452.97,445.71,446.6
2/4/2022,446.35,452.78,443.83,448.7
2/7/2022,449.51,450.99,445.85,447.26
2/8/2022,446.73,451.92,445.22,450.94
2/9/2022,455.22,457.88,455.005,457.54
2/10/2022,451.34,457.71,447.2,449.32
2/11/2022,449.41,451.605,438.94,440.46
2/14/2022,439.92,441.6,435.34,439.02
2/15/2022,443.73,446.28,443.18,446.1
2/16/2022,443.93,448.055,441.94,446.6
2/17/2022,443.22,446.5652,436.42,437.06
2/18/2022,437.33,438.66,431.82,434.23
2/22/2022,431.89,435.5,425.86,429.57
2/23/2022,432.66,433.26,421.35,421.95
2/24/2022,411.02,428.76,410.64,428.3
2/25/2022,429.61,437.84,427.86,437.75
2/28/2022,432.03,438.2,430.7,436.63
3/1/2022,435.04,437.17,427.11,429.98
3/2/2022,432.37,439.72,431.57,437.89
3/3/2022,440.47,441.11,433.8,435.71
3/4/2022,431.75,433.37,427.88,432.17
3/7/2022,431.55,432.3018,419.36,419.43
3/8/2022,419.62,427.21,415.12,416.25
3/9/2022,425.14,429.51,422.82,427.41
3/10/2022,422.52,426.43,420.44,425.48
3/11/2022,428.12,428.77,419.53,420.07
3/14/2022,420.89,424.55,415.79,417
3/15/2022,419.77,426.84,418.42,426.17
3/16/2022,429.89,435.68,424.8,435.62
3/17/2022,433.59,441.07,433.19,441.07
3/18/2022,438,444.86,437.22,444.52
3/21/2022,444.34,446.46,440.68,444.39
3/22/2022,445.86,450.58,445.86,449.59
3/23/2022,446.91,448.49,443.71,443.8
3/24/2022,445.94,450.5,444.76,450.49
3/25/2022,451.16,452.98,448.43,452.69
3/28/2022,452.06,455.91,450.06,455.91
3/29/2022,460.02,462.07,457.18,461.55
3/30/2022,460.34,461.195,456.465,458.7
3/31/2022,457.89,458.76,451.16,451.64
4/1/2022,453.31,453.46,449.14,452.92
4/4/2022,453.13,456.91,452.26,456.8
4/5/2022,455.22,457.83,449.82,451.03
4/6/2022,446.89,448.93,443.47,446.52
4/7/2022,445.59,450.69,443.53,448.77
4/8/2022,447.97,450.63,445.94,447.57
4/11/2022,444.11,445,439.39,439.92
4/12/2022,443.08,445.75,436.6501,438.29
4/13/2022,438.03,444.11,437.84,443.31
4/14/2022,443.55,444.7301,437.68,437.79
4/18/2022,436.81,439.75,435.61,437.97
4/19/2022,437.86,445.8,437.68,445.04
4/20/2022,446.92,447.57,443.48,444.71
4/21/2022,448.54,450.01,437.1,438.06
4/22/2022,436.91,438.0825,425.44,426.04
4/25/2022,423.67,428.69,418.84,428.51
4/26/2022,425.83,426.04,416.07,416.1
4/27/2022,417.24,422.92,415.01,417.27
4/28/2022,422.29,429.64,417.6,427.81
4/29/2022,423.59,425.87,411.21,412
